order_id,sku,quantity,unit_price,currency,placed_at
ORD-104567,MIC-USB,4,406.32,GBP,2026-07-28 00:36:34
ORD-104568,MIC-USB,1,298.15,CAD,2026-07-28 00:36:58
ORD-104569,CHRG-100W,3,147.68,GBP,2026-07-28 00:37:21
ORD-104570,MON-ARM-D,7,164.24,CHF,2026-07-28 00:37:46
ORD-104571,MON-ARM-S,4,93.97,GBP,2026-07-28 00:38:23
ORD-104572,STAND-ALU,8,309.12,AUD,2026-07-28 00:38:56
ORD-104573,PAD-XL,7,75.34,GBP,2026-07-28 00:39:20
ORD-104574,ADPT-HDMI,1,372.84,AUD,2026-07-28 00:39:43
ORD-104575,MIC-USB,1,202.98,CAD,2026-07-28 00:40:15
ORD-104576,MIC-USB,8,52.95,USD,2026-07-28 00:40:46
ORD-104577,CAM-1080,2,370.39,USD,2026-07-28 00:41:08
ORD-104578,CABLE-5M,8,160.01,USD,2026-07-28 00:41:43
ORD-104579,KEYB-FULL,4,355.19,USD,2026-07-28 00:42:04
ORD-104580,MIC-USB,1,83.02,CAD,2026-07-28 00:42:31
ORD-104581,TRAY-CBL,6,255.76,NOK,2026-07-28 00:42:42
ORD-104582,LAMP-LED,6,334.79,GBP,2026-07-28 00:43:20
ORD-104583,HUB-USB4,1,423.74,GBP,2026-07-28 00:43:48
ORD-104584,KEYB-TKL,1,308.22,CAD,2026-07-28 00:44:04
ORD-104585,MON-ARM-S,7,401.99,USD,2026-07-28 00:44:21
ORD-104586,KEYB-TKL,5,25.95,USD,2026-07-28 00:44:49
ORD-104587,CHRG-100W,6,271.25,AUD,2026-07-28 00:45:20
ORD-104588,HDST-ANC,5,89.16,GBP,2026-07-28 00:45:35
ORD-104589,KEYB-FULL,8,315.16,CAD,2026-07-28 00:45:55
ORD-104590,CHRG-100W,8,142.28,JPY,2026-07-28 00:46:10
ORD-104591,BATT-20K,6,217.02,JPY,2026-07-28 00:46:48
ORD-104592,LAMP-LED,8,173.65,GBP,2026-07-28 00:47:04
ORD-104593,PAD-XL,6,69.85,SEK,2026-07-28 00:47:50
ORD-104594,TRAY-CBL,4,24.46,GBP,2026-07-28 00:48:13
ORD-104595,PAD-XL,7,108.61,GBP,2026-07-28 00:48:38
ORD-104596,CHRG-100W,6,160.58,PLN,2026-07-28 00:49:15
ORD-104597,MOUSE-ERGO,8,342.68,USD,2026-07-28 00:49:56
ORD-104598,TRAY-CBL,7,349.10,USD,2026-07-28 00:50:24
ORD-104599,CHRG-100W,2,117.96,SEK,2026-07-28 00:50:52
